-79.4301,-1.59025
-77.306,0.848721
-75.9753,1.58608
-75.1445,2.81502
-73.6797,2.81502
-71.9719,-0.626004
-70.4896,-2.26459
-68.7855,-4.12027
-66.9868,-3.31797
-66.3575,2.07766
-66.0429,7.48498
-65.565,12.8923
-65.0811,18.2996
-64.7303,23.707
-64.5495,29.2277
-63.9097,34.03
-63.0489,30.1436
-62.7345,23.8454
-62.4514,17.5623
-61.8937,11.1106
-61.2886,4.76322
-59.636,3.33743
-59.0072,8.60655
-58.174,15.0334
-57.5294,20.2659
-56.9652,15.1863
-56.8606,10.4344
-56.3049,4.13624
-55.3972,-1.27108
-53.6115,-5.89491
-51.6948,-6.27912
-51.0778,-0.871791
-50.6423,4.53553
-50.2975,9.94286
-50.1282,15.3502
-49.6321,20.7575
-49.4809,26.1648
-49.3712,31.9599
-48.7678,35.7505
-48.3105,31.3673
-48.011,26.1648
-47.7146,20.7575
-47.5332,15.3502
-47.1521,9.94286
-46.6198,4.53553
-46.1298,-0.871791
-45.3737,-6.27912
-44.789,-11.2472
-43.286,-12.1436
-42.9057,-6.27912
-42.6275,-0.871791
-42.3129,4.53553
-42.1436,9.94286
-41.7443,15.3502
-41.0668,20.7575
-40.4982,26.1648
-40.2442,31.3264
-40.0861,36.4143
-39.4362,41.4037
-38.8634,36.9795
-38.6065,31.5722
-38.4356,26.1648
-38.1996,20.7575
-37.8125,15.3502
-37.3286,9.94286
-36.8023,4.53553
-36.348,-1.8931
-35.6385,-6.27912
-35.0441,-1.76266
-34.4917,4.53553
-34.1892,9.94286
-34.0259,15.3502
-33.7234,20.7575
-33.6388,26.1648
-33.4427,31.523
-32.6588,34.5216
-31.9317,29.6059
-31.4793,24.1985
-31.0921,18.7912
-30.9167,13.3839
-30.6264,7.97656
-30.3179,2.56923
-30.0154,-2.83809
-29.6888,-8.24541
-28.6321,-13.1919
-27.9406,-8.24541
-27.5051,-2.83809
-27.1785,2.56923
-27.0091,7.97656
-26.7974,13.3839
-26.5978,18.7912
-25.8598,24.1985
-24.8859,29.6059
-24.5771,36.6121
-24.1109,43.8615
-23.5644,39.3451
-23.3805,33.0469
-23.0289,27.6396
-22.6236,22.2322
-22.2788,16.8249
-21.8191,11.4176
-21.4199,6.01026
-21.0207,0.602933
-20.688,-4.80439
-20.4037,-10.2117
-20.1799,-15.619
-19.9984,-21.0264
-19.5447,-26.4337
-19.079,-31.841
-18.8068,-37.2483
-18.5829,-42.6557
-18.3833,-48.063
-18.2601,-54.4543
-17.5226,-58.8776
-16.7879,-53.9003
-16.5384,-48.063
-16.1694,-42.6557
-15.9033,-37.2483
-15.5827,-31.841
-15.0746,-26.4337
-14.8991,-21.0264
-14.7782,-15.619
-14.391,-10.2117
-14.1007,-4.80439
-13.8829,0.602933
-13.4051,6.01026
-12.8727,11.4176
-11.8081,16.8249
-11.0339,22.2322
-10.6165,27.6396
-10.3503,33.0469
-9.99345,38.4542
-9.95716,43.8615
-9.64261,49.2688
-9.48534,54.6762
-9.18894,60.0835
-8.94093,65.4908
-8.73527,70.8981
-8.43887,76.3055
-8.31184,81.7128
-8.02754,87.1201
-7.9731,92.5274
-7.79164,97.9348
-7.64041,103.342
-7.64041,108.749
-7.37426,114.157
-7.31377,119.564
-7.07181,124.971
-6.85304,130.584
-6.40805,135.387
-5.69616,132.837
