-5.16035,127.429
-4.93049,122.022
-4.67643,116.615
-4.51916,111.207
-4.25905,105.8
-4.05944,100.393
-3.65416,94.9853
-3.21259,89.578
-2.76497,84.1707
-2.19032,78.7633
-1.25754,72.9399
0.461618,72.3013
1.69492,77.1411
2.50366,82.6959
3.20534,88.1033
3.9796,93.5106
5.03659,99.8088
5.18802,107.194
5.69224,110.9
6.36372,107.06
6.60081,101.376
7.43959,95.9685
8.00214,90.5611
8.41952,85.1538
8.64333,79.7465
8.89739,74.3392
9.18169,68.9318
9.36316,63.5245
9.6535,58.1172
9.99224,52.7099
10.5064,47.3025
10.9177,41.8952
11.2625,36.4879
11.5226,31.0806
11.7162,25.6733
11.8674,20.2659
12.2304,14.8586
12.5328,9.45128
12.9623,4.04396
13.174,-1.36337
13.6821,-6.77069
14.1418,-12.178
15.1628,-17.245
16.1743,-12.178
16.5493,-6.77069
16.888,-1.36337
17.2026,4.04396
17.4082,9.45128
17.6925,14.8586
17.7228,20.2659
17.9285,25.6733
17.995,31.0806
18.0434,36.4879
18.116,41.8952
18.3216,47.3025
18.3761,52.7099
18.491,58.1172
18.7088,63.5245
18.739,68.9318
18.7995,74.3392
19.0475,79.7465
19.1624,85.1538
19.1745,90.5611
19.3862,95.9685
19.5556,101.376
19.6947,106.783
19.9669,112.19
20.3057,117.598
20.5926,122.821
20.8096,128.619
21.1283,132.929
21.5046,129.749
21.7272,121.53
21.9328,116.123
22.199,110.716
22.2353,105.308
22.2716,99.9011
22.5135,94.4937
22.6345,89.0864
22.9612,83.6791
23.0338,78.2718
23.2878,72.8644
23.4572,67.4571
23.6931,62.0498
23.8141,56.6425
23.8322,51.2351
23.935,45.8278
24.1831,40.4205
24.2314,35.0132
24.5097,29.6059
24.5641,24.1985
24.7698,18.7912
24.9452,13.3839
25.5199,7.97656
26.0703,2.56923
26.4748,-3.72896
26.747,-10.0272
27.2245,-17.6616
27.8079,-22.9927
28.7617,-19.2321
29.0286,-12.6234
29.5424,-6.77069
29.9054,-1.36337
29.99,4.04396
30.3227,9.45128
30.4256,14.8586
30.7099,20.2659
31.0373,25.0426
31.4632,29.2527
32.0996,25.3046
32.7,20.7575
33.3291,15.3502
33.6738,9.94286
33.813,4.53553
34.2961,-2.20809
34.8099,-8.50629
35.5668,-13.247
36.397,-9.39716
37.4843,-0.871791
38.0041,5.4264
38.2834,11.6615
38.9683,16.9271
39.5518,13.0006
39.8381,7.83814
40.3445,2.11581
41.2244,-1.14435
42.0327,3.00668
42.5533,8.28357
43.3562,12.3546
44.1909,6.99341
44.816,1.58608
46.1321,-2.83809
48.2185,-4.80439
49.8253,-1.27108
50.7742,5.02711
51.2642,10.4344
51.5003,15.8111
52.2108,18.1923
52.5871,14.367
53.1333,8.95971
53.6535,3.55238
54.8318,-1.85494
56.5596,-4.59372
58.5358,-2.20809
59.4968,4.53553
60.0109,9.94286
60.6703,15.3502
62.0603,10.5729
63.2686,5.62638
64.3185,9.68198
64.8803,17.3165
65.0787,21.8329
65.9483,26.211
66.7676,21.2491
67.0761,15.8418
67.3967,10.4344
67.9895,5.02711
69.4468,-0.493657
72.1124,-0.77951
74.1507,2.66151
75.6434,5.51868
77.1957,1.64764
78.937,6.99341
